player_id,domain,message,time
62f4bbe0-de59-4ca5-a523-2e814cef03a5,practice,Keep changing the suites until you get either hearts or diamonds than combine your ingredients and increase the number. ,2025-07-09 21:48:10.912
fdfa7d05-8881-45d4-8a68-2dd538102b71,practice,"Try a couple until you get a better number and then continue to use the ""double"" card for as long as possible.",2025-07-09 21:50:22.499
fdfa7d05-8881-45d4-8a68-2dd538102b71,cooking,Sometimes there is a common sense combination.,2025-07-09 21:53:02.312
fdfa7d05-8881-45d4-8a68-2dd538102b71,potions,"Sometimes you only need to use the ""tools""",2025-07-09 21:55:07.041
62f4bbe0-de59-4ca5-a523-2e814cef03a5,decorations,Try and combine ingredients that would actually go well together like paint and cardboard etc. Avoid framing anything since that seems to lower your score. Don't combine everything either. Just make a few separate crafts and submit the score. ,2025-07-09 21:56:50.850
fdfa7d05-8881-45d4-8a68-2dd538102b71,decorations,Newspaper is a great idea.,2025-07-09 21:57:03.694
9312a690-bfa7-4faa-b243-9d4139b4cb73,practice,I generally tried to increase the numbers until I got a high number and then I did suit swapper to make the two ingredients the same suit then I finally combined them. ,2025-07-09 21:58:05.764
fdfa7d05-8881-45d4-8a68-2dd538102b71,animals,watch the descriptions as they change for clues.,2025-07-09 22:00:12.296
9312a690-bfa7-4faa-b243-9d4139b4cb73,animals,"DONT PICK THE GIRAFFE FIRST, IT WILL GO NEGATIVE SCORE. I think the growth serum and the mutation catalysts generally allowed you to beef up your score. ",2025-07-09 22:00:44.355
62f4bbe0-de59-4ca5-a523-2e814cef03a5,animals,The only thing I didn't try was combining actual animals. Individual animals combined with ingredients didn't seem to lead to a positive outcome. ,2025-07-09 22:01:58.962
9312a690-bfa7-4faa-b243-9d4139b4cb73,cooking,I would generally try to stick to a single ingredient (peppers and apples easiest) and just cook those first without combining them. ,2025-07-09 22:02:10.793
1d09a3b7-f84c-483d-854d-1c6d59175969,practice,I combined the items for a big increase. use the tools too much and you'll go negative.,2025-07-09 22:04:12.421
9312a690-bfa7-4faa-b243-9d4139b4cb73,decorations,I would generally just try to make a pleasureful arts and crafts project and don't overthink it too much. There didn't seem to be a rhyme or reason to this other than just combining ingredients and tools based on typical order in a craft project. ,2025-07-09 22:04:27.094
62f4bbe0-de59-4ca5-a523-2e814cef03a5,potions,Don't filter anything. ,2025-07-09 22:05:24.100
9312a690-bfa7-4faa-b243-9d4139b4cb73,potions,"I would not combine all ingredients first, I would instead first use the vial or wand on a single ingredient and go from there. Also I noticed applying any tool to the Frog Leg results in a negative score so avoid that if possible. ",2025-07-09 22:06:34.048
1d09a3b7-f84c-483d-854d-1c6d59175969,cooking,The water just seems to soak the items instead of washing them. Make more than one dish! Combine the dishes that make sense to.,2025-07-09 22:08:20.946
62f4bbe0-de59-4ca5-a523-2e814cef03a5,cooking,Try and combine things the way you would in real life. Like mushrooms and stove and onions and knife etc.,2025-07-09 22:09:41.024
1d09a3b7-f84c-483d-854d-1c6d59175969,animals,Combine the animals.,2025-07-09 22:11:16.001
1d09a3b7-f84c-483d-854d-1c6d59175969,potions,I have no clue.,2025-07-09 22:14:09.711
1d09a3b7-f84c-483d-854d-1c6d59175969,decorations,Feel free to stop before you go too far.,2025-07-09 22:16:37.727
731ce7b2-dd12-45a9-92fd-c7587c4d5de0,practice,"You have to try to combine the cards to get the highest score, and put the cards on the tools. Try to combine separtely before combining together.",2025-07-09 22:21:37.167
731ce7b2-dd12-45a9-92fd-c7587c4d5de0,potions,The only tool that gains points for  me was the wand after combining all ingredients.,2025-07-09 22:23:24.632
678725f5-3f35-45c8-864b-a54a7e3d951c,practice,Use the suit swapper repeatedly to get to the hearts suit.,2025-07-09 22:23:32.491
731ce7b2-dd12-45a9-92fd-c7587c4d5de0,cooking,Combine actual ingredients that you would need for actual food.,2025-07-09 22:25:26.074
678725f5-3f35-45c8-864b-a54a7e3d951c,potions,"I got a negative score on everything, I learned nothing about how to get a high score.",2025-07-09 22:28:40.534
731ce7b2-dd12-45a9-92fd-c7587c4d5de0,animals,I really couldnt figure this one out. Try to build your highest scores and combine them last.,2025-07-09 22:30:01.632
678725f5-3f35-45c8-864b-a54a7e3d951c,cooking,"Combine the knife with the pineapple, coconut, carrot, and ginger. Combine the stove with the raw meat and butter.",2025-07-09 22:32:13.069
731ce7b2-dd12-45a9-92fd-c7587c4d5de0,decorations,This one was difficult but combine items that make sense to combine.,2025-07-09 22:33:04.024
678725f5-3f35-45c8-864b-a54a7e3d951c,animals,Give the growth serum to the bird. Make the trout energetic.,2025-07-09 22:34:36.027
678725f5-3f35-45c8-864b-a54a7e3d951c,decorations,Paint and frame the shell.,2025-07-09 22:37:51.330
342bc692-03c9-42fa-9155-b97f7aab1ed7,practice,This game was very frustrating. it took me awhile to understand that once you got to queen it would go down to 0,2025-07-09 22:48:20.758
342bc692-03c9-42fa-9155-b97f7aab1ed7,potions,This is a very frustrating game. it is completely random just guess,2025-07-09 22:50:14.563
342bc692-03c9-42fa-9155-b97f7aab1ed7,decorations,Again no rhyme or reason. just random choices with random amounts,2025-07-09 22:52:05.458
342bc692-03c9-42fa-9155-b97f7aab1ed7,cooking,"I just chose the order of ingredients still makes no sense
",2025-07-09 22:53:10.634
326572bd-2e79-4247-a7d4-04751617e711,practice,I guess just keep trying to increase the already higher number,2025-07-09 22:55:59.306
326572bd-2e79-4247-a7d4-04751617e711,potions,don't use the mortar if you don't want to lose points,2025-07-09 22:57:49.037
326572bd-2e79-4247-a7d4-04751617e711,decorations,I played the ingredients that felt like they belonged to the same category to gain points. I tried putting wood and leaf on a frame because I thought it would make sense and avoided using the button since it doesn't belong to the same category I think ,2025-07-09 23:00:43.079
696b7ac8-874f-45c4-a928-10b06a99ae9d,practice,"Use both the suit changer and the number increaser on both items until you get them both to 15, then combine the items. ",2025-07-09 23:04:18.889
326572bd-2e79-4247-a7d4-04751617e711,cooking,try combining cooking ingredients as you would in the kitchen maybe in the order that you would actually cook,2025-07-09 23:06:42.622
326572bd-2e79-4247-a7d4-04751617e711,animals,combine the animals first so you know which tools you should use,2025-07-09 23:08:08.606
4e18a7fc-163c-40b7-84f7-d41912838250,practice,"Suit swap for hearts and increase your numbers for each ingredient card
",2025-07-09 23:09:42.107
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,practice,utiize number increaser,2025-07-09 23:11:12.437
696b7ac8-874f-45c4-a928-10b06a99ae9d,potions,Be careful with your choices. It's very hard.,2025-07-09 23:11:39.438
4e18a7fc-163c-40b7-84f7-d41912838250,potions,Don't use the tools- they all decrease the scores,2025-07-09 23:13:15.452
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,cooking,avoid salt,2025-07-09 23:13:44.847
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,animals,combine like species,2025-07-09 23:15:08.105
4e18a7fc-163c-40b7-84f7-d41912838250,decorations,"Combine tools that make sense with the objects for home crafts.
",2025-07-09 23:15:54.759
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,potions,avoid mortar,2025-07-09 23:16:25.611
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,decorations,use best judgement,2025-07-09 23:17:14.036
4e18a7fc-163c-40b7-84f7-d41912838250,cooking,"Dont combine food that doesn't go together normally.
",2025-07-09 23:18:02.290
696b7ac8-874f-45c4-a928-10b06a99ae9d,decorations,Don't do too much,2025-07-09 23:19:47.206
4e18a7fc-163c-40b7-84f7-d41912838250,animals,Be sparing with the tools when combining animals.,2025-07-09 23:20:00.979
696b7ac8-874f-45c4-a928-10b06a99ae9d,cooking,Don't overdo it. If you get a good score stay with it,2025-07-09 23:23:29.618
696b7ac8-874f-45c4-a928-10b06a99ae9d,animals,"Be creative, but also mindful",2025-07-09 23:26:17.996
2aba9062-5623-4f3e-84bd-b700e29bcff7,practice,"hearts are high, use number increaser. ",2025-07-10 20:31:32.300
2aba9062-5623-4f3e-84bd-b700e29bcff7,animals,"combine all the animals with all the things, but make sure to mutate twice - that doubles your points!",2025-07-10 20:37:51.385
2aba9062-5623-4f3e-84bd-b700e29bcff7,cooking,chop things and then cook them. only salt once. water can ruin things. ,2025-07-10 20:41:26.952
2aba9062-5623-4f3e-84bd-b700e29bcff7,decorations,only one thing in the frame or else it breaks!,2025-07-10 20:43:40.878
2aba9062-5623-4f3e-84bd-b700e29bcff7,potions,,2025-07-10 20:49:54.842
